H01|030417|999998|2025-12-31|LBFINS|6908|0|
D01|690804030100||7000|2000
D01|690804030200||397|380
D01|690804030300||0|0
D01|690804040100||3500|2000
D01|690804040200||3500|300
D01|690804040300||300|40
D01|690804040400||97|40
D01|690805010000||2640|40
D01|690805010100|e249|240|10
D01|690805010200|e250|960|10
D01|690805010300|e248|1200|5
D01|690805010400|e252|48|5
D01|690805010500|e251|144|5
D01|690805010600|e253|48|5
D01|690805020000||2675|160
D01|690805020100|e256|330|5
D01|690805020200|e257|132|5
D01|690805020300|e258|66|5
D01|690805020400|e259|33|5
D01|690805020500|e262|13|5
D01|690805020600|e261|7|5
D01|690805020700|e255|3|5
D01|690805020800|e260|1|5
D01|690805020900|e254|1|5
D01|690805021000|e263|74|5
D01|690805021100|e265|44|5
D01|690805021200|e267|6|5
D01|690805021300|e796|6|5
D01|690805021400|e266|22|5
D01|690805021500|e264|40|5
D01|690805021600|e270|56|5
D01|690805021700|e271|57|5
D01|690805021800|e268|222|5
D01|690805021900|e272|26|5
D01|690805022000|e269|260|5
D01|690805022100|e273|85|5
D01|690805022200|e275|82|5
D01|690805022300|e274|208|5
D01|690805022400|e276|33|5
D01|690805022500|e279|119|5
D01|690805022600|e277|121|5
D01|690805022700|e280|207|5
D01|690805022800|e278|33|5
D01|690805022900|e244|55|5
D01|690805023000|e245|210|5
D01|690805023100|e246|45|5
D01|690805023200|e247|78|5
D01|690805030000||5315|200
D01|690805030100||4000|800
D01|690805030200||927|50
D01|690805030300||0|0
D01|690805040100||2000|500
D01|690805040200||2000|300
D01|690805040300||500|25
D01|690805040400||427|25
D01|690806000000||264449|1000
D01|690807000000|||80.00
D01|690808000000|||20.00
