H01|031201|2000000011|2021-02-28|LBASRJK|605|1|
D01|6050000001| Zurich Reguler Link|IND|IDR|REG|0|417130910|86974683|83307807|420797786|504105593|0|49432358|0|100424757|0|56770665|206627780
D01|6050000001|  Zurich Gold|IND|IDR|REG|0|127885276|26664966|25540763|129009478|154550242|0|15155124|0|30788531|0|17404925|63348580
D01|6050000001|  Signature Link |IND|IDR|REG|0|32614563|6800362|6513657|32901268|39414925|0|3865009|0|7851994|0|4438775|16155778
D01|6050000001| Manulife Investment Protector|IND|IDR|SIN|865932316634|0|207709905339|198952799623|874689422351|1073642221973|77231668640|0|111975407250|0|0|57073725289|246280801179
D01|6050000001| Manulife Value Protector|IND|IDR|REG|236230125061|119417798369|83215237046|79706860174|359156300302|438863160476|21069137150|14151680590|30547381072|28749975491|0|16252518584|110770692887
D01|6050000001| Manulife Lifestyle Protector|IND|IDR|REG|549838383921|167409630139|170639241624|163445045103|724442210581|887887255684|49039555467|19838982511|71100680479|40304065468|0|22784108920|203067392845
D01|6050000001| Manulife Value Protector Absolute|IND|IDR|REG|453714052830|657546530763|249106914309|238604499512|1121762998389|1360367497902|40466319032|77922961263|58670654582|158305101098|0|89490740554|424855776529
D01|6050000001| MiJourney Protection|IND|IDR|REG|20358450371|13698685221|7881960411|7549654831|34389441172|41939096003|1815750565|1623371226|2632591171|3297974588|0|1864363095|11234050645
D01|6050000001| MiWealth Protection|IND|IDR|SIN|471034695098|0|112986396339|108222859349|475798232088|584021091437|42011130421|0|60910420826|0|0|55295753496|158217304743
D01|6050000001| MiTreasure Ultimate Protection|IND|IDR|REG|73983389739|226217542728|65431473155|62672864573|302959541050|365632405622|6598507218|26808050829|9566937319|54462139630|0|30787745776|128223380772
D01|6050000001| MiWealth Assurance|IND|IDR|REG|75795922704|131961141041|46225802893|44276910556|209705956081|253982866638|6760165286|15638137227|9801319514|31769800001|0|17959641917|81929063945
D01|6050000001| Manulife Education Protector|IND|IDR|REG|11926667187|7373755145|4481697609|4292748027|19489371914|23782119941|1063727950|873831447|1542260740|1775240229|0|1003553023|6258613389
D01|6050000001| MiTreasure Optimax Protection|IND|IDR|REG|1101539371|19251874495|4286075284|4105373192|20534115958|24639489150|98245235|2281455380|142442218|4634911441|0|2620140819|9777195093
D01|6050000001| Manulife Prime Assurance|IND|IDR|REG|2874016358|57757230181|12752262455|12214623625|61168885369|73383508994|256330749|6844556544|371644696|13905121136|0|7860641125|29238294250
D01|6050000001| Manulife Linked|IND|USD|SIN|0|0|0|0|0|0|0|0|0|0|0|5731236|5731236
D01|6050000001| ING Prime Invest|IND|USD|SIN|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6050000001| Zurich Link|IND|USD|SIN|0|0|0|0|0|0|0|0|0|0|0|137735904|137735904
D01|6050000001| Zurich Link Reguler Premium|IND|USD|REG|10013993|1395993|2763130|2646636|11526481|14173116|893138|165433|1294929|336087|0|189992|2879579
D01|6050000001| Zurich Gold|IND|USD|REG|0|465331|97025|92934|469422|562356|0|55144|0|112029|0|63331|230504
D01|6050000001| Select Invest Plus|IND|USD|SIN|0|0|0|0|0|0|0|0|0|0|0|8752277081|8752277081
D01|6050000001| Manulife Investment Protector|IND|USD|SIN|0|0|0|0|0|0|0|0|0|0|0|9261055398|9261055398
D01|6050000001| Manulife Value Protector|IND|USD|REG|2593624518|3398057310|1348780961|1291915992|6048546798|7340462789|231322871|402688898|335386676|818086296|0|462468663|2249953404
D01|6050000001| Manulife Value Protector Absolute|IND|USD|REG|3585009952|20617249547|5183835305|4965283409|24420811396|29386094804|319743582|2443260002|463584672|4963627091|0|2805965576|10996180923
D01|6050000001| MiWealth Protection|IND|USD|SIN|138061893391|0|33116702375|31720493258|139458102508|171178595766|12313607192|0|17853054380|0|0|21288366565|51455028137
D01|6050000001| MiTreasure Optimax Protection|IND|USD|REG|941315462|28114841538|6094512385|5837566097|29313103289|35150669385|83955019|3331766811|121723350|6768681187|0|0|10306126367
D01|6050000001| Manulife Prime Assurance|IND|USD|REG|300419828|8716108088|1891530564|1811783125|9096275356|10908058480|26794155|1032907819|38847878|2098413279|0|0|3196963131
D01|6050000001| Manulife Program Pesangon (MPP)|GRP|IDR|REG|46721131909|374861580899|0|0|421582712808|421582712808|4167012720|44423205174|6041601257|90248366748|0|30950322216|175830508115
D01|6050000001| Manulife Karyawan Sejahtera (MKS)|GRP|IDR|REG|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6050000001| MDP|GRP|IDR|REG|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6050000001| MPK|GRP|IDR|REG|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6050000002|||||2955002968327|2090564678098|1061439012160|1016688456690|5090318201899|6107006658585|263553866390|247743669544|382117233009|503305906480|0|448343392925|1845064068348
